年月,地區,信用卡產業別,教育程度類別,信用卡交易筆數,信用卡交易金額[新臺幣]
201907,臺灣,其他,專科,3817852,14522364951
201907,臺灣,其他,高中高職,5123801,20485944946
201907,臺灣,其他,其他,4253976,16800307038
201908,臺灣,食,博士,279381,299635449
201908,臺灣,食,碩士,3296029,3085530258
201908,臺灣,食,大學,10368344,10483721124
201908,臺灣,食,專科,3620569,4145327140
201908,臺灣,食,高中高職,4129411,5064456515
201908,臺灣,食,其他,4290975,5252117410
201908,臺灣,衣,博士,12064,30714520
201908,臺灣,衣,碩士,207757,468163373
201908,臺灣,衣,大學,898229,1958814254
201908,臺灣,衣,專科,283793,665116124
201908,臺灣,衣,高中高職,372337,912233499
201908,臺灣,衣,其他,373883,889391878
201908,臺灣,住,博士,30527,142274036
201908,臺灣,住,碩士,344597,1462020282
201908,臺灣,住,大學,1102872,4316175529
201908,臺灣,住,專科,373345,1649348737
201908,臺灣,住,高中高職,413507,1876531978
201908,臺灣,住,其他,462073,2059371556
201908,臺灣,行,博士,162791,200520898
201908,臺灣,行,碩士,1726641,1851095207
201908,臺灣,行,大學,5707855,5490948350
201908,臺灣,行,專科,2024544,2036865882
201908,臺灣,行,高中高職,2873094,2916680631
201908,臺灣,行,其他,2858461,2868224992
201908,臺灣,文教康樂,博士,58268,446663402
201908,臺灣,文教康樂,碩士,786176,3830263783
201908,臺灣,文教康樂,大學,2710030,11045193179
201908,臺灣,文教康樂,專科,730208,4293763081
201908,臺灣,文教康樂,高中高職,845901,4452734419
201908,臺灣,文教康樂,其他,1065701,5004843436
201908,臺灣,百貨,博士,75099,211256318
201908,臺灣,百貨,碩士,931998,2193380828
201908,臺灣,百貨,大學,3218264,7644172601
201908,臺灣,百貨,專科,1059499,2582783609
201908,臺灣,百貨,高中高職,1199058,3129518078
201908,臺灣,百貨,其他,1373394,3434953190
201908,臺灣,其他,博士,210804,896298004
201908,臺灣,其他,碩士,2951461,8801719656
201908,臺灣,其他,大學,10553249,29520706277
201908,臺灣,其他,專科,3450643,12757365703
201908,臺灣,其他,高中高職,4504982,17397927038
201908,臺灣,其他,其他,3874377,13776674655
201909,臺灣,食,博士,243970,250978620
201909,臺灣,食,碩士,2962456,2598174835
201909,臺灣,食,大學,9318851,8846808280
201909,臺灣,食,專科,3095756,3364404051
201909,臺灣,食,高中高職,3467386,3997545291
201909,臺灣,食,其他,3757459,4335717866
201909,臺灣,衣,博士,9560,24649565
201909,臺灣,衣,碩士,177607,427037974
201909,臺灣,衣,大學,779291,1798619180
201909,臺灣,衣,專科,236726,600322304
201909,臺灣,衣,高中高職,313943,811711661
201909,臺灣,衣,其他,306218,785187005
201909,臺灣,住,博士,23199,105156767
201909,臺灣,住,碩士,285515,1214392522
201909,臺灣,住,大學,948364,3694500041
201909,臺灣,住,專科,308760,1327329600
201909,臺灣,住,高中高職,353773,1540026785
201909,臺灣,住,其他,382201,1676004987
201909,臺灣,行,博士,147944,168967221
201909,臺灣,行,碩士,1567759,1656585697
201909,臺灣,行,大學,5241011,4935944429
201909,臺灣,行,專科,1845391,1803593041
201909,臺灣,行,高中高職,2634067,2632931093
201909,臺灣,行,其他,2570407,2545636911
201909,臺灣,文教康樂,博士,49643,290578883
201909,臺灣,文教康樂,碩士,712368,2932483207
201909,臺灣,文教康樂,大學,2455615,9044877294
201909,臺灣,文教康樂,專科,636790,3309787907
201909,臺灣,文教康樂,高中高職,739743,3730099204
201909,臺灣,文教康樂,其他,921781,4082008863
201909,臺灣,百貨,博士,57574,161944902
201909,臺灣,百貨,碩士,738757,1979219982
201909,臺灣,百貨,大學,2606252,7129576508
201909,臺灣,百貨,專科,851593,2477570213
201909,臺灣,百貨,高中高職,984659,3007418261
201909,臺灣,百貨,其他,1086935,3200049853
201909,臺灣,其他,博士,188662,868125669
201909,臺灣,其他,碩士,2648728,7951239946
201909,臺灣,其他,大學,9745380,28595957470
201909,臺灣,其他,專科,3140593,11886989361
201909,臺灣,其他,高中高職,4224170,16387011819
201909,臺灣,其他,其他,3520686,12747382158
201910,臺灣,食,博士,266943,267562457
201910,臺灣,食,碩士,3271190,2702725851
201910,臺灣,食,大學,10201239,9072411759
201910,臺灣,食,專科,3292231,3393985941
201910,臺灣,食,高中高職,3693819,4070340404
201910,臺灣,食,其他,4123710,4458919727
201910,臺灣,衣,博士,11005,32434781
201910,臺灣,衣,碩士,200251,510584485
201910,臺灣,衣,大學,887556,2148753763
201910,臺灣,衣,專科,267800,704991644
201910,臺灣,衣,高中高職,362357,981812255
201910,臺灣,衣,其他,357848,944939885
201910,臺灣,住,博士,25527,120990155
201910,臺灣,住,碩士,309011,1344992392
201910,臺灣,住,大學,1019730,4094284168
201910,臺灣,住,專科,335766,1476699417
201910,臺灣,住,高中高職,385071,1692579448
201910,臺灣,住,其他,418645,1915942298
201910,臺灣,行,博士,163288,193152024
201910,臺灣,行,碩士,1722692,1859831984
201910,臺灣,行,大學,5775536,5552659509
201910,臺灣,行,專科,2011743,2004146263
201910,臺灣,行,高中高職,2898710,2933530600
201910,臺灣,行,其他,2837557,2822115871
201910,臺灣,文教康樂,博士,54373,296597443
201910,臺灣,文教康樂,碩士,778427,2998177281
201910,臺灣,文教康樂,大學,2696696,9340839094
201910,臺灣,文教康樂,專科,683222,3173019780
201910,臺灣,文教康樂,高中高職,818068,3903150268
201910,臺灣,文教康樂,其他,1050133,4626624098
201910,臺灣,百貨,博士,70116,258158855
201910,臺灣,百貨,碩士,917353,2953140165
201910,臺灣,百貨,大學,3340700,10919789283
201910,臺灣,百貨,專科,1078725,3669368498
201910,臺灣,百貨,高中高職,1290611,4630046275
201910,臺灣,百貨,其他,1392256,4680074270
201910,臺灣,其他,博士,206469,920585271
201910,臺灣,其他,碩士,2839850,8698678637
201910,臺灣,其他,大學,10691096,30282376230
201910,臺灣,其他,專科,3468270,12754548663
201910,臺灣,其他,高中高職,4821419,18126881811
201910,臺灣,其他,其他,4071749,14742592740
201911,臺灣,食,博士,273660,287259107
201911,臺灣,食,碩士,3371293,2970420906
201911,臺灣,食,大學,10497508,9818127771
201911,臺灣,食,專科,3368395,3621096719
201911,臺灣,食,高中高職,3762602,4264132496
201911,臺灣,食,其他,4339689,4918334818
201911,臺灣,衣,博士,12308,35229912
201911,臺灣,衣,碩士,224368,574904503
201911,臺灣,衣,大學,998490,2471647981
201911,臺灣,衣,專科,298619,806334702
201911,臺灣,衣,高中高職,392232,1100532470
201911,臺灣,衣,其他,421789,1114715318
201911,臺灣,住,博士,29144,150647384
201911,臺灣,住,碩士,353902,1655674474
201911,臺灣,住,大學,1164841,4942551325
201911,臺灣,住,專科,377459,1751655353
201911,臺灣,住,高中高職,423988,1938982833
201911,臺灣,住,其他,486417,2388842877
201911,臺灣,行,博士,170609,211028248
201911,臺灣,行,碩士,1769123,1921428963
201911,臺灣,行,大學,5889945,5798967303
201911,臺灣,行,專科,2034069,2104999980
201911,臺灣,行,高中高職,2914446,3064399996
201911,臺灣,行,其他,3034075,3039012617
201911,臺灣,文教康樂,博士,55642,304842740
201911,臺灣,文教康樂,碩士,798314,3021900357
201911,臺灣,文教康樂,大學,2721823,8998729713
201911,臺灣,文教康樂,專科,704107,2972931446
201911,臺灣,文教康樂,高中高職,824485,3609567130
201911,臺灣,文教康樂,其他,1132106,4522205165
201911,臺灣,百貨,博士,75229,261516153
201911,臺灣,百貨,碩士,995477,3181646813
201911,臺灣,百貨,大學,3552004,11115391472
201911,臺灣,百貨,專科,1153480,3684019617
201911,臺灣,百貨,高中高職,1349685,4516889243
201911,臺灣,百貨,其他,1549255,5266151406
201911,臺灣,其他,博士,209503,930610987
201911,臺灣,其他,碩士,2863453,8910136641
201911,臺灣,其他,大學,10668910,31128878376
201911,臺灣,其他,專科,3492349,12991680712
201911,臺灣,其他,高中高職,4690921,18388685639
201911,臺灣,其他,其他,4223192,15308827769
201912,臺灣,食,博士,284419,309465962
201912,臺灣,食,碩士,3512854,3201751698
201912,臺灣,食,大學,10990035,10591184778
201912,臺灣,食,專科,3509119,3875407763
201912,臺灣,食,高中高職,3929195,4584182215
201912,臺灣,食,其他,4465086,5175223371
201912,臺灣,衣,博士,13383,40964216
201912,臺灣,衣,碩士,245600,638629049
201912,臺灣,衣,大學,1091016,2733067910
201912,臺灣,衣,專科,331919,895190717
201912,臺灣,衣,高中高職,439948,1226115656
201912,臺灣,衣,其他,451432,1211667139
201912,臺灣,住,博士,28446,140853484
201912,臺灣,住,碩士,347820,1502635662
201912,臺灣,住,大學,1163741,4461737351
201912,臺灣,住,專科,371102,1580807911
201912,臺灣,住,高中高職,434514,1790715873
201912,臺灣,住,其他,484765,2116267844
201912,臺灣,行,博士,171104,202347216
201912,臺灣,行,碩士,1829569,1940030711
201912,臺灣,行,大學,6148713,5911295854
201912,臺灣,行,專科,2089234,2135368639
201912,臺灣,行,高中高職,3017866,3143795690
201912,臺灣,行,其他,3056467,3080230938
201912,臺灣,文教康樂,博士,55612,294079493
201912,臺灣,文教康樂,碩士,815286,3014118593
201912,臺灣,文教康樂,大學,2793440,8810860720
201912,臺灣,文教康樂,專科,703922,2822093053
201912,臺灣,文教康樂,高中高職,834487,3353334465
201912,臺灣,文教康樂,其他,1112590,4154119355
201912,臺灣,百貨,博士,69219,202394069
201912,臺灣,百貨,碩士,920757,2390011219
201912,臺灣,百貨,大學,3264980,8432195422
201912,臺灣,百貨,專科,1029984,2731357182
201912,臺灣,百貨,高中高職,1206440,3457669240
201912,臺灣,百貨,其他,1378307,3770904518
201912,臺灣,其他,博士,213427,1071273595
201912,臺灣,其他,碩士,2974141,10576351132
201912,臺灣,其他,大學,11253704,36127864675
201912,臺灣,其他,專科,3644974,15679130334
201912,臺灣,其他,高中高職,4995250,21481189433
201912,臺灣,其他,其他,4312202,16525124146
202001,臺灣,食,博士,305705,372298202
202001,臺灣,食,碩士,3624272,3681008866
202001,臺灣,食,大學,11290575,12267025145
202001,臺灣,食,專科,3750128,4836828484
202001,臺灣,食,高中高職,4200079,5695532693
202001,臺灣,食,其他,4661958,6171695089
202001,臺灣,衣,博士,14042,37273675
202001,臺灣,衣,碩士,236938,593377360
202001,臺灣,衣,大學,1040632,2545314789
202001,臺灣,衣,專科,349010,916570001
202001,臺灣,衣,高中高職,467428,1286406206
202001,臺灣,衣,其他,457716,1217130184
202001,臺灣,住,博士,32944,160010462
202001,臺灣,住,碩士,370375,1610775339
202001,臺灣,住,大學,1202710,4888330283
202001,臺灣,住,專科,396919,1796392556
202001,臺灣,住,高中高職,463612,2083663544
202001,臺灣,住,其他,510142,2344622346
202001,臺灣,行,博士,159630,182545947
202001,臺灣,行,碩士,1732418,1737240936
202001,臺灣,行,大學,5852529,5219034008
202001,臺灣,行,專科,2034491,1942263026
202001,臺灣,行,高中高職,2952433,2884887558
202001,臺灣,行,其他,2919494,2784085283
202001,臺灣,文教康樂,博士,58148,329989307
202001,臺灣,文教康樂,碩士,800917,3254031505
202001,臺灣,文教康樂,大學,2707164,9320729680
202001,臺灣,文教康樂,專科,705550,3123214797
202001,臺灣,文教康樂,高中高職,828772,3438535462
202001,臺灣,文教康樂,其他,1113845,4189785138
202001,臺灣,百貨,博士,77247,221380710
202001,臺灣,百貨,碩士,974936,2602646761
202001,臺灣,百貨,大學,3398957,9206327036
202001,臺灣,百貨,專科,1104132,3091654515
202001,臺灣,百貨,高中高職,1269023,3761510951
202001,臺灣,百貨,其他,1442441,4117948902
202001,臺灣,其他,博士,205104,878057796
202001,臺灣,其他,碩士,2804819,8409175677
202001,臺灣,其他,大學,10457034,28387642050
202001,臺灣,其他,專科,3331601,11878577740
202001,臺灣,其他,高中高職,4516617,16121201542
202001,臺灣,其他,其他,3977960,12946819474
202002,臺灣,食,博士,284615,280508895
202002,臺灣,食,碩士,3450025,2849201367
202002,臺灣,食,大學,10558638,9394610701
202002,臺灣,食,專科,3353309,3441290190
202002,臺灣,食,高中高職,3671031,3979866055
202002,臺灣,食,其他,4310405,4602815127
202002,臺灣,衣,博士,10836,28337290
202002,臺灣,衣,碩士,193015,465631726
202002,臺灣,衣,大學,835619,1950927050
202002,臺灣,衣,專科,242331,610092507
202002,臺灣,衣,高中高職,315909,823694013
202002,臺灣,衣,其他,355433,884854117
202002,臺灣,住,博士,28689,113467175
202002,臺灣,住,碩士,345733,1214506428
202002,臺灣,住,大學,1143265,3663812708
202002,臺灣,住,專科,356262,1263443022
202002,臺灣,住,高中高職,417862,1497199568
202002,臺灣,住,其他,487862,1673969451
202002,臺灣,行,博士,138216,143251133
202002,臺灣,行,碩士,1545352,1359701099
202002,臺灣,行,大學,5268749,4213998031
202002,臺灣,行,專科,1844470,1622330586
202002,臺灣,行,高中高職,2667279,2458352480
202002,臺灣,行,其他,2790443,2379849571
202002,臺灣,文教康樂,博士,50464,254314727
202002,臺灣,文教康樂,碩士,705167,2461210843
202002,臺灣,文教康樂,大學,2450764,7643984048
202002,臺灣,文教康樂,專科,639558,2975189504
202002,臺灣,文教康樂,高中高職,741137,3008684157
202002,臺灣,文教康樂,其他,1035602,3157997108
202002,臺灣,百貨,博士,60225,155994406
202002,臺灣,百貨,碩士,756085,1843578700
202002,臺灣,百貨,大學,2664642,6632670999
202002,臺灣,百貨,專科,821117,2079429929
202002,臺灣,百貨,高中高職,942786,2517822941
202002,臺灣,百貨,其他,1139962,2877978502
202002,臺灣,其他,博士,207975,817163480
202002,臺灣,其他,碩士,2831207,7680708242
202002,臺灣,其他,大學,10531737,26809973934
202002,臺灣,其他,專科,3376762,11231893181
202002,臺灣,其他,高中高職,4597109,14986189738
202002,臺灣,其他,其他,4206313,12496832455
202003,臺灣,食,博士,310312,292949701
202003,臺灣,食,碩士,3815522,2987093995
202003,臺灣,食,大學,12002460,10201773871
202003,臺灣,食,專科,3806158,3772071387
202003,臺灣,食,高中高職,4274773,4516191157
202003,臺灣,食,其他,4923412,5078915292
202003,臺灣,衣,博士,10347,26480613
202003,臺灣,衣,碩士,190508,457630087
202003,臺灣,衣,大學,855595,1937988884
202003,臺灣,衣,專科,237853,587151095
202003,臺灣,衣,高中高職,314217,800049514
202003,臺灣,衣,其他,347991,847429892
202003,臺灣,住,博士,25731,96322837
202003,臺灣,住,碩士,320760,1081815941
202003,臺灣,住,大學,1139296,3443710133
202003,臺灣,住,專科,341450,1162984025
202003,臺灣,住,高中高職,412280,1453212189
202003,臺灣,住,其他,464807,1509448241
202003,臺灣,行,博士,148701,127092386
202003,臺灣,行,碩士,1612695,1204389365
202003,臺灣,行,大學,5544450,3786722042
202003,臺灣,行,專科,1922876,1450909314
202003,臺灣,行,高中高職,2781273,2207184077
202003,臺灣,行,其他,2960004,2144923648
202003,臺灣,文教康樂,博士,46242,124531074
202003,臺灣,文教康樂,碩士,662823,1552485233
202003,臺灣,文教康樂,大學,2333926,5065072191
202003,臺灣,文教康樂,專科,603062,1517463729
202003,臺灣,文教康樂,高中高職,707689,1723759547
202003,臺灣,文教康樂,其他,974288,2059592830
202003,臺灣,百貨,博士,58960,160905703
202003,臺灣,百貨,碩士,742841,1938760658
202003,臺灣,百貨,大學,2647043,7186428074
202003,臺灣,百貨,專科,810005,2298386670
202003,臺灣,百貨,高中高職,922892,2801072427
202003,臺灣,百貨,其他,1103509,2995295857
202003,臺灣,其他,博士,237261,959972710
202003,臺灣,其他,碩士,3348748,9691682777
202003,臺灣,其他,大學,12635354,32730196068
202003,臺灣,其他,專科,3908585,13929598711
202003,臺灣,其他,高中高職,5332810,19385114203
202003,臺灣,其他,其他,5035229,15558479885
202004,臺灣,食,博士,311494,274651755
202004,臺灣,食,碩士,3816204,2767498238
202004,臺灣,食,大學,11996095,9375318684
202004,臺灣,食,專科,3879429,3524936006
202004,臺灣,食,高中高職,4303725,4191532617
202004,臺灣,食,其他,4697336,4500289492
202004,臺灣,衣,博士,10807,27365375
202004,臺灣,衣,碩士,198141,452808061
202004,臺灣,衣,大學,873509,1910846403
202004,臺灣,衣,專科,242500,577795048
202004,臺灣,衣,高中高職,310672,773531972
202004,臺灣,衣,其他,338876,794902940
202004,臺灣,住,博士,28901,107193246
202004,臺灣,住,碩士,368671,1211059119
202004,臺灣,住,大學,1266770,3808223907
202004,臺灣,住,專科,376781,1318770744
202004,臺灣,住,高中高職,439463,1626347760
202004,臺灣,住,其他,489322,1622036417
202004,臺灣,行,博士,136077,101160272
202004,臺灣,行,碩士,1466087,944925692
202004,臺灣,行,大學,5023844,2993478714
202004,臺灣,行,專科,1756835,1149317473
202004,臺灣,行,高中高職,2526172,1723041757
202004,臺灣,行,其他,2679061,1652277401
202004,臺灣,文教康樂,博士,44543,108379222
202004,臺灣,文教康樂,碩士,643263,1384378528
202004,臺灣,文教康樂,大學,2224354,4577986414
202004,臺灣,文教康樂,專科,573790,1333395964
202004,臺灣,文教康樂,高中高職,665486,1523690325
202004,臺灣,文教康樂,其他,926643,1781100882
202004,臺灣,百貨,博士,61063,186916531
202004,臺灣,百貨,碩士,772476,2186136306
202004,臺灣,百貨,大學,2728726,7835493750
202004,臺灣,百貨,專科,841185,2567779087
202004,臺灣,百貨,高中高職,939269,2931592806
202004,臺灣,百貨,其他,1071630,3204715804
202004,臺灣,其他,博士,265483,991945925
202004,臺灣,其他,碩士,3855817,9406661904
202004,臺灣,其他,大學,14414144,32404370418
202004,臺灣,其他,專科,4372797,13922525590
202004,臺灣,其他,高中高職,5779751,18445657767
202004,臺灣,其他,其他,5663373,14286446570
202005,臺灣,食,博士,330043,309841997
202005,臺灣,食,碩士,4072642,3186066997
202005,臺灣,食,大學,12702574,10666542470
202005,臺灣,食,專科,4019159,3939901192
202005,臺灣,食,高中高職,4481233,4730883929
202005,臺灣,食,其他,4922821,5019273528
202005,臺灣,衣,博士,14387,37035894
202005,臺灣,衣,碩士,257415,582081755
202005,臺灣,衣,大學,1116798,2398577572
202005,臺灣,衣,專科,322927,765522602
202005,臺灣,衣,高中高職,416921,1010272888
202005,臺灣,衣,其他,424534,998205049
202005,臺灣,住,博士,32227,129026035
202005,臺灣,住,碩士,398189,1365202944
202005,臺灣,住,大學,1357207,4311190122
202005,臺灣,住,專科,419982,1538635465
202005,臺灣,住,高中高職,501150,1929083170
202005,臺灣,住,其他,516215,1858997906
202005,臺灣,行,博士,154635,121566425
202005,臺灣,行,碩士,1648704,1149943406
202005,臺灣,行,大學,5478656,3544526972
202005,臺灣,行,專科,1898218,1319045058
202005,臺灣,行,高中高職,2712772,1929239646
202005,臺灣,行,其他,2726148,1802561111
202005,臺灣,文教康樂,博士,47771,122655455
202005,臺灣,文教康樂,碩士,710949,1636172799
202005,臺灣,文教康樂,大學,2412372,5065421002
202005,臺灣,文教康樂,專科,605826,1480090568
202005,臺灣,文教康樂,高中高職,705684,1690684408
202005,臺灣,文教康樂,其他,913442,1903251147
202005,臺灣,百貨,博士,74023,209543510
202005,臺灣,百貨,碩士,943039,2403156989
202005,臺灣,百貨,大學,3297501,8502376665
202005,臺灣,百貨,專科,1042808,2838562465
202005,臺灣,百貨,高中高職,1183238,3390519969
202005,臺灣,百貨,其他,1289358,3527575557
202005,臺灣,其他,博士,249296,1680932807
202005,臺灣,其他,碩士,3582032,12905325702
202005,臺灣,其他,大學,12836184,37192330890
202005,臺灣,其他,專科,3878900,14088843465
202005,臺灣,其他,高中高職,5157639,18515576861
202005,臺灣,其他,其他,4713516,16297876945
202006,臺灣,食,博士,330043,312908650
202006,臺灣,食,碩士,4091010,3138890559
202006,臺灣,食,大學,12774757,10343869145
202006,臺灣,食,專科,3991397,3786929191
202006,臺灣,食,高中高職,4451591,4537926321
202006,臺灣,食,其他,4876502,4783129277
202006,臺灣,衣,博士,14095,33083092
202006,臺灣,衣,碩士,250989,545199424
202006,臺灣,衣,大學,1104800,2287133327
202006,臺灣,衣,專科,315795,719600755
202006,臺灣,衣,高中高職,408641,965829626
202006,臺灣,衣,其他,427261,956567724
202006,臺灣,住,博士,33652,138487666
202006,臺灣,住,碩士,406622,1479794155
202006,臺灣,住,大學,1374130,4556730194
202006,臺灣,住,專科,424801,1643486370
202006,臺灣,住,高中高職,505142,2015378713
202006,臺灣,住,其他,530712,2004894585
202006,臺灣,行,博士,157430,143650217
202006,臺灣,行,碩士,1686749,1321339033
202006,臺灣,行,大學,5609597,4082486357
202006,臺灣,行,專科,1887013,1513773510
202006,臺灣,行,高中高職,2700302,2213510351
202006,臺灣,行,其他,2809381,2111553915
202006,臺灣,文教康樂,博士,49788,141241055
202006,臺灣,文教康樂,碩士,735829,1772324898
202006,臺灣,文教康樂,大學,2486335,5346588181
202006,臺灣,文教康樂,專科,629205,1550778095
202006,臺灣,文教康樂,高中高職,727016,1747294154
202006,臺灣,文教康樂,其他,952267,2031435956
202006,臺灣,百貨,博士,74769,207741618
202006,臺灣,百貨,碩士,929518,2245342817
202006,臺灣,百貨,大學,3284168,8041670232
202006,臺灣,百貨,專科,1057718,2753062776
202006,臺灣,百貨,高中高職,1194852,3164231244
202006,臺灣,百貨,其他,1306632,3289238880
202006,臺灣,其他,博士,260215,4992842294
202006,臺灣,其他,碩士,3665059,31108623875
202006,臺灣,其他,大學,13130428,58572503798
202006,臺灣,其他,專科,4002843,21493618195
202006,臺灣,其他,高中高職,5332902,23889392171
202006,臺灣,其他,其他,4826089,28219973265
202007,臺灣,食,博士,383348,356557207
202007,臺灣,食,碩士,4780002,3584538424
202007,臺灣,食,大學,14957695,11665295098
202007,臺灣,食,專科,4655815,4216713272
202007,臺灣,食,高中高職,5114925,5006230190
202007,臺灣,食,其他,5948942,5505843903
202007,臺灣,衣,博士,14726,37165667
202007,臺灣,衣,碩士,252070,556382488
202007,臺灣,衣,大學,1108795,2313410939
202007,臺灣,衣,專科,316095,722018033
202007,臺灣,衣,高中高職,409492,971973484
202007,臺灣,衣,其他,460742,1020659356
202007,臺灣,住,博士,43410,189158037
202007,臺灣,住,碩士,478615,1897199082
202007,臺灣,住,大學,1550491,5616244534
202007,臺灣,住,專科,483596,2037069505
202007,臺灣,住,高中高職,554072,2364317605
202007,臺灣,住,其他,637773,2541277348
202007,臺灣,行,博士,187983,176943378
202007,臺灣,行,碩士,1982783,1607188593
202007,臺灣,行,大學,6639361,4973800751
202007,臺灣,行,專科,2321278,1911985077
202007,臺灣,行,高中高職,3263685,2787396209
202007,臺灣,行,其他,3493113,2753863868
202007,臺灣,文教康樂,博士,61453,173091836
202007,臺灣,文教康樂,碩士,874437,2067844909
202007,臺灣,文教康樂,大學,2970081,6373113438
202007,臺灣,文教康樂,專科,747649,1910056764
202007,臺灣,文教康樂,高中高職,853789,2119065562
202007,臺灣,文教康樂,其他,1198791,2569951207
202007,臺灣,百貨,博士,82608,222814750
202007,臺灣,百貨,碩士,1005980,2482214246
202007,臺灣,百貨,大學,3535590,8888054589
202007,臺灣,百貨,專科,1127711,3056908620
202007,臺灣,百貨,高中高職,1273965,3554399272
202007,臺灣,百貨,其他,1464681,3731519697
202007,臺灣,其他,博士,301854,1047980777
202007,臺灣,其他,碩士,4281750,10792530751
202007,臺灣,其他,大學,15485710,36012621659
202007,臺灣,其他,專科,4767490,14704511235
202007,臺灣,其他,高中高職,6204539,20152142509
202007,臺灣,其他,其他,5968966,16335255460
202008,臺灣,食,博士,385684,372673719
202008,臺灣,食,碩士,4886797,3829271051
202008,臺灣,食,大學,15211459,12579568457
202008,臺灣,食,專科,4723624,4647578831
202008,臺灣,食,高中高職,5255486,5637151931
202008,臺灣,食,其他,6027316,5926712137
202008,臺灣,衣,博士,14512,35893447
202008,臺灣,衣,碩士,252535,544629753
202008,臺灣,衣,大學,1081405,2196516785
202008,臺灣,衣,專科,304097,677026831
202008,臺灣,衣,高中高職,388845,905517375
202008,臺灣,衣,其他,441183,949102391
202008,臺灣,住,博士,43235,182653080
202008,臺灣,住,碩士,500961,1862215059
202008,臺灣,住,大學,1602437,5324976190
202008,臺灣,住,專科,493932,1856570893
202008,臺灣,住,高中高職,555358,2101891878
202008,臺灣,住,其他,646076,2381232073
202008,臺灣,行,博士,188989,178635604
202008,臺灣,行,碩士,2038089,1609689019
202008,臺灣,行,大學,6758478,4970701873
202008,臺灣,行,專科,2355564,1897613953
202008,臺灣,行,高中高職,3286968,2746286300
202008,臺灣,行,其他,3522034,2697227647
202008,臺灣,文教康樂,博士,64212,238836150
202008,臺灣,文教康樂,碩士,936455,2674245582
202008,臺灣,文教康樂,大學,3132305,7826780869
202008,臺灣,文教康樂,專科,797387,2815455726
202008,臺灣,文教康樂,高中高職,892715,2738859636
202008,臺灣,文教康樂,其他,1272230,3086292554
202008,臺灣,百貨,博士,86317,217603403
202008,臺灣,百貨,碩士,1080552,2526874883
202008,臺灣,百貨,大學,3735442,8870823356
202008,臺灣,百貨,專科,1181527,2950577530
202008,臺灣,百貨,高中高職,1322090,3449871548
202008,臺灣,百貨,其他,1530654,3674758956
202008,臺灣,其他,博士,301541,969627627
202008,臺灣,其他,碩士,4347676,9725224537
202008,臺灣,其他,大學,15432687,33605995175
202008,臺灣,其他,專科,4656826,14081491674
202008,臺灣,其他,高中高職,6082492,19131319946
202008,臺灣,其他,其他,5908741,15769113844
202009,臺灣,食,博士,343424,342066370
202009,臺灣,食,碩士,4355921,3450818444
202009,臺灣,食,大學,13554545,11444080641
202009,臺灣,食,專科,4085230,4119480799
202009,臺灣,食,高中高職,4579306,4964421580
202009,臺灣,食,其他,5230074,5289949023
202009,臺灣,衣,博士,12841,36102995
202009,臺灣,衣,碩士,229260,553896872
202009,臺灣,衣,大學,1009408,2333511591
202009,臺灣,衣,專科,275851,693641819
202009,臺灣,衣,高中高職,363908,933001271
202009,臺灣,衣,其他,410787,997294431
202009,臺灣,住,博士,35371,150038778
202009,臺灣,住,碩士,422539,1616397837
202009,臺灣,住,大學,1428635,4960391691
202009,臺灣,住,專科,436030,1687897138
202009,臺灣,住,高中高職,507451,1890772430
202009,臺灣,住,其他,582268,2128728816
202009,臺灣,行,博士,182420,170428120
202009,臺灣,行,碩士,1965960,1594035154
202009,臺灣,行,大學,6455585,4782479830
202009,臺灣,行,專科,2130975,1734365559
202009,臺灣,行,高中高職,3006376,2555343583
202009,臺灣,行,其他,3293164,2513470825
202009,臺灣,文教康樂,博士,61421,211867257
202009,臺灣,文教康樂,碩士,885197,2391882408
202009,臺灣,文教康樂,大學,2981903,7483706383
202009,臺灣,文教康樂,專科,756363,2629967352
202009,臺灣,文教康樂,高中高職,859827,2707752071
202009,臺灣,文教康樂,其他,1180133,2936651986
202009,臺灣,百貨,博士,73452,231870118
202009,臺灣,百貨,碩士,921169,2599045863
202009,臺灣,百貨,大學,3266236,9325116638
202009,臺灣,百貨,專科,1031759,3309783922
202009,臺灣,百貨,高中高職,1178978,3825689772
202009,臺灣,百貨,其他,1343406,4060362327
202009,臺灣,其他,博士,278939,885893632
202009,臺灣,其他,碩士,4083855,8706651540
202009,臺灣,其他,大學,14712054,31244566940
202009,臺灣,其他,專科,4342305,12600139105
202009,臺灣,其他,高中高職,5765732,17343920840
202009,臺灣,其他,其他,5450373,13811338229
202010,臺灣,食,博士,382445,365890475
202010,臺灣,食,碩士,4785355,3690712533
202010,臺灣,食,大學,15450174,12064330022
202010,臺灣,食,專科,4896909,4387682764
202010,臺灣,食,高中高職,5509219,5181412600
202010,臺灣,食,其他,6476326,5693645997
202010,臺灣,衣,博士,14753,40261070
202010,臺灣,衣,碩士,271882,646511984
202010,臺灣,衣,大學,1164644,2632563374
202010,臺灣,衣,專科,322893,792149749
202010,臺灣,衣,高中高職,423871,1082280983
202010,臺灣,衣,其他,470742,1128197006
202010,臺灣,住,博士,38455,167868672
202010,臺灣,住,碩士,484978,1860944563
202010,臺灣,住,大學,1584611,5506119565
202010,臺灣,住,專科,483875,1856266503
202010,臺灣,住,高中高職,566163,2093770055
202010,臺灣,住,其他,631649,2347300157
